118,U,974906,0.05,23,1
119,E,833951,0.02,6,1
120,U,1184186,0.08,49,1
121,E,1080209,0.06,36,1
122,U,1051907,0.06,32,1
123,E,1179726,0.08,48,1
124,U,956220,0.04,21,1
125,E,823070,0.02,4,1
126,U,1198729,0.08,50,1
127,E,1083191,0.06,36,1
128,U,1107221,0.07,39,1
129,E,1050627,0.06,32,1
130,U,911176,0.03,15,1
131,E,1166468,0.08,46,1
132,U,977704,0.05,23,1
133,E,889250,0.03,12,1
134,U,969553,0.04,22,1
135,E,800435,0.02,2,1
136,U,945383,0.04,19,1
137,E,986213,0.05,24,1
138,U,1074257,0.06,35,1
139,E,822864,0.02,4,1
140,U,1052347,0.06,32,1
141,E,1058499,0.06,33,1
142,U,990439,0.05,25,1
143,E,961781,0.04,21,1
144,U,1071489,0.06,35,1
145,E,1050945,0.06,32,1
146,U,1115223,0.07,40,1
147,E,990268,0.05,25,1
148,U,817461,0.02,4,1
149,E,1105629,0.07,39,1
150,U,999084,0.05,26,1
151,E,1010752,0.05,27,1
152,U,1096470,0.07,38,1
153,E,901729,0.03,14,1
154,U,985404,0.05,24,1
155,E,1037590,0.06,31,1
156,U,1032532,0.06,30,1
157,E,858686,0.03,9,1
158,U,882453,0.03,12,1
159,E,1123539,0.07,41,1
160,U,803810,0.02,2,1
161,E,1184137,0.08,49,1
162,U,1174916,0.08,47,1
163,E,1120778,0.07,41,1
164,U,1061133,0.06,33,1
165,E,1036608,0.06,30,1
166,U,922574,0.04,17,1
167,E,830236,0.02,5,1
168,U,1143929,0.08,44,1
169,E,1057150,0.06,33,1
170,U,945572,0.04,19,1
171,E,850679,0.02,8,1
172,U,815252,0.02,3,1
173,E,1004600,0.05,27,1
174,U,859809,0.03,9,1
175,E,888200,0.03,12,1
176,U,825608,0.02,5,1
177,E,1045410,0.06,32,1
178,U,1134402,0.07,42,1
179,E,1002144,0.05,26,1
180,U,1168477,0.08,47,1
181,E,977107,0.05,23,1
182,U,1149849,0.08,44,1
183,E,968114,0.04,22,1
184,U,1160031,0.08,46,1
185,E,880151,0.03,11,1
186,U,1024509,0.05,29,1
187,E,1124032,0.07,41,1
188,U,851084,0.02,8,1
189,E,1050600,0.06,32,1
190,U,1044973,0.06,32,1
191,E,1136288,0.07,43,1
192,U,1079318,0.06,36,1
193,E,961326,0.04,21,1
194,U,1032376,0.06,30,1
195,E,958761,0.04,21,1
196,U,831609,0.02,5,1
197,E,904301,0.03,14,1
198,U,968331,0.04,22,1
199,E,989306,0.05,25,1
200,U,989463,0.05,25,1
201,E,965079,0.04,22,1
202,U,929270,0.04,17,1
203,E,838433,0.02,6,1
204,U,969377,0.04,22,1
205,E,1199145,0.08,50,1
206,U,947280,0.04,20,1
207,E,1032653,0.06,30,1
208,U,1025224,0.05,29,1
209,E,927077,0.04,17,1
210,U,1150559,0.08,44,1
211,E,880672,0.03,11,1
212,U,1080761,0.06,36,1
213,E,1157683,0.08,45,1
214,U,844213,0.02,7,1
215,E,1123016,0.07,41,1
216,U,1013910,0.05,28,1
217,E,1178852,0.08,48,1
218,U,910955,0.03,15,1
219,E,1027875,0.05,29,1
220,U,1142301,0.07,43,1
221,E,909970,0.03,15,1
222,U,810267,0.02,3,1
223,E,1161940,0.08,46,1
224,U,848135,0.02,7,1
225,E,925210,0.04,17,1
226,U,925132,0.04,17,1
227,E,864343,0.03,9,1
228,U,1192197,0.08,50,1
229,E,841446,0.02,7,1
230,U,1186927,0.08,49,1
231,E,1095454,0.07,38,1
232,U,870155,0.03,10,1
233,E,887964,0.03,12,1
234,U,1119609,0.07,41,1
235,E,864429,0.03,9,1
236,U,1094702,0.07,38,1
237,E,982903,0.05,24,1
238,U,974520,0.05,23,1
239,E,865144,0.03,9,1
240,U,816402,0.02,4,1
241,E,1167810,0.08,47,1
242,U,1021987,0.05,29,1
243,E,1160600,0.08,46,1
244,U,998123,0.05,26,1
245,E,915646,0.04,16,1
246,U,1004388,0.05,27,1
247,E,985691,0.05,24,1
248,U,1076079,0.06,35,1
249,E,1045275,0.06,32,1
250,U,1127897,0.07,42,1
251,E,1077307,0.06,35,1
252,U,839268,0.02,6,1
253,E,975687,0.05,23,1
254,U,914801,0.04,16,1
255,E,1072512,0.06,35,1
256,U,900064,0.03,14,1
257,E,1168317,0.08,47,1
258,U,877505,0.03,11,1
259,E,916876,0.04,16,1
260,U,835868,0.02,6,1
261,E,1148523,0.08,44,1
262,U,940990,0.04,19,1
263,E,882007,0.03,12,1
264,U,1169651,0.08,47,1
265,E,1114999,0.07,40,1
266,U,1097996,0.07,38,1
267,E,955085,0.04,20,1
268,U,862150,0.03,9,1
269,E,838125,0.02,6,1
270,U,940519,0.04,19,1
271,E,888052,0.03,12,1
272,U,1165045,0.08,46,1
273,E,949566,0.04,20,1
274,U,842677,0.02,7,1
275,E,1078210,0.06,36,1
276,U,935991,0.04,18,1
277,E,1167414,0.08,47,1
278,U,1007219,0.05,27,1
279,E,1162953,0.08,46,1
280,U,1037107,0.06,31,1
281,E,1158987,0.08,45,1
282,U,1171346,0.08,47,1
283,E,854975,0.02,8,1
284,U,1137972,0.07,43,1
285,E,985396,0.05,24,1
286,U,1159388,0.08,46,1
287,E,801315,0.02,2,1
288,U,843304,0.02,7,1
289,E,807487,0.02,2,1
290,U,843036,0.02,7,1
291,E,972939,0.05,23,1
292,U,947838,0.04,20,1
293,E,1106909,0.07,39,1
294,U,1147265,0.08,44,1
295,E,1024369,0.05,29,1
296,U,1098800,0.07,38,1
297,E,902373,0.03,14,1
298,U,803846,0.02,2,1
299,E,880725,0.03,11,1
300,U,958353,0.04,21,1
301,E,838915,0.02,6,1
302,U,823926,0.02,4,1
303,E,979480,0.05,23,1
304,U,1189573,0.08,49,1
305,E,1029664,0.06,30,1
306,U,899588,0.03,14,1
307,E,1041031,0.06,31,1
308,U,837817,0.02,6,1
309,E,834289,0.02,6,1
310,U,884378,0.03,12,1
311,E,832646,0.02,5,1
312,U,851362,0.02,8,1
313,E,985939,0.05,24,1
314,U,902888,0.03,14,1
315,E,880873,0.03,11,1
316,U,829983,0.02,5,1
317,E,1089893,0.07,37,1
318,U,1104195,0.07,39,1
319,E,1044206,0.06,31,1
320,U,1013201,0.05,28,1
321,E,876200,0.03,11,1
322,U,1136937,0.07,43,1
323,E,1121213,0.07,41,1
324,U,964114,0.04,22,1
325,E,927866,0.04,17,1
326,U,1178273,0.08,48,1
327,E,1039627,0.06,31,1
328,U,1162632,0.08,46,1
329,E,992755,0.05,25,1
330,U,1181086,0.08,48,1
331,E,1033784,0.06,30,1
332,U,1040687,0.06,31,1
333,E,872311,0.03,10,1
334,U,1124914,0.07,41,1
335,E,1013554,0.05,28,1
336,U,880941,0.03,11,1
337,E,932031,0.04,18,1
338,U,882008,0.03,12,1
339,E,1197390,0.08,50,1
340,U,938093,0.04,18,1
341,E,951426,0.04,20,1
342,U,1177452,0.08,48,1
343,E,872663,0.03,10,1
344,U,953622,0.04,20,1
345,E,999693,0.05,26,1
346,U,1007067,0.05,27,1
347,E,966291,0.04,22,1
348,U,952797,0.04,20,1
349,E,926932,0.04,17,1
350,U,971049,0.04,22,1
351,E,976553,0.05,23,1
352,U,1011673,0.05,27,1
353,E,1059574,0.06,33,1
354,U,1179777,0.08,48,1
355,E,1063827,0.06,34,1
356,U,1153273,0.08,45,1
357,E,855319,0.02,8,1
358,U,1107097,0.07,39,1
359,E,1131817,0.07,42,1
360,U,1187500,0.08,49,1
361,E,1019958,0.05,28,1
362,U,1157467,0.08,45,1
363,E,896975,0.03,13,1
364,U,1033639,0.06,30,1
365,E,1174921,0.08,47,1
366,U,1097571,0.07,38,1
367,E,991489,0.05,25,1
368,U,840094,0.02,6,1
369,E,828024,0.02,5,1
370,U,969475,0.04,22,1
371,E,1184962,0.08,49,1
372,U,887605,0.03,12,1
373,E,1157477,0.08,45,1
374,U,1030070,0.06,30,1
375,E,981990,0.05,24,1
376,U,1113182,0.07,40,1
377,E,857628,0.03,9,1
378,U,1170890,0.08,47,1
379,E,1007730,0.05,27,1
380,U,931229,0.04,18,1
381,E,814036,0.02,3,1
382,U,903536,0.03,14,1
383,E,1072145,0.06,35,1
384,U,901867,0.03,14,1
385,E,984058,0.05,24,1
386,U,1078960,0.06,36,1
387,E,1171465,0.08,47,1
388,U,826985,0.02,5,1
389,E,1005724,0.05,27,1
390,U,1088261,0.07,37,1
391,E,1034547,0.06,30,1
392,U,1000516,0.05,26,1
393,E,1041532,0.06,31,1
394,U,1098818,0.07,38,1
395,E,1077338,0.06,35,1
396,U,870424,0.03,10,1
397,E,896598,0.03,13,1
398,U,1054695,0.06,33,1
399,E,1089214,0.07,37,1
400,U,1052108,0.06,32,1
401,E,1160892,0.08,46,1
402,U,1171177,0.08,47,1
403,E,881620,0.03,11,1
404,U,1159512,0.08,46,1
405,E,951582,0.04,20,1
406,U,818485,0.02,4,1
407,E,1068180,0.06,34,1
408,U,1020572,0.05,29,1
409,E,932281,0.04,18,1
410,U,1190483,0.08,49,1
411,E,1015431,0.05,28,1
412,U,1143287,0.08,44,1
413,E,877623,0.03,11,1
414,U,1197970,0.08,50,1
415,E,800965,0.02,2,1
416,U,1033524,0.06,30,1
417,E,886732,0.03,12,1
418,U,1088964,0.07,37,1
419,E,1098971,0.07,38,1
420,U,1047897,0.06,32,1
421,E,932096,0.04,18,1
422,U,970969,0.04,22,1
423,E,1013493,0.05,28,1
424,U,1107415,0.07,39,1
425,E,919508,0.04,16,1
426,U,1011777,0.05,27,1
427,E,1070474,0.06,35,1
428,U,1013142,0.05,28,1
429,E,1099897,0.07,38,1
430,U,974287,0.05,23,1
431,E,1077403,0.06,35,1
432,U,943159,0.04,19,1
433,E,1063363,0.06,34,1
434,U,1128392,0.07,42,1
435,E,906890,0.03,15,1
436,U,868863,0.03,10,1
437,E,893297,0.03,13,1
438,U,865623,0.03,10,1
439,E,840780,0.02,6,1
440,U,907218,0.03,15,1
441,E,1028441,0.05,29,1
442,U,841477,0.02,7,1
443,E,1081974,0.06,36,1
444,U,1166352,0.08,46,1
445,E,1184591,0.08,49,1
446,U,990635,0.05,25,1
447,E,1104759,0.07,39,1
448,U,1054920,0.06,33,1
449,E,1020500,0.05,29,1
450,U,1095380,0.07,38,1
451,E,996261,0.05,26,1
452,U,926465,0.04,17,1
453,E,935921,0.04,18,1
454,U,813523,0.02,3,1
455,E,1112502,0.07,40,1
456,U,1072739,0.06,35,1
457,E,1116559,0.07,40,1
458,U,981021,0.05,24,1
459,E,1194574,0.08,50,1
460,U,899580,0.03,14,1
461,E,856088,0.02,8,1
462,U,1181896,0.08,48,1
463,E,922632,0.04,17,1
464,U,822057,0.02,4,1
465,E,859400,0.03,9,1
466,U,858122,0.03,9,1
467,E,1116890,0.07,40,1
468,U,889005,0.03,12,1
469,E,824895,0.02,5,1
470,U,856032,0.02,8,1
471,E,918189,0.04,16,1
472,U,1151899,0.08,45,1
473,E,921976,0.04,16,1
474,U,914460,0.04,16,1
475,E,849028,0.02,8,1
476,U,944264,0.04,19,1
477,E,1008849,0.05,27,1
478,U,985721,0.05,24,1
479,E,1158688,0.08,45,1
480,U,1063743,0.06,34,1
481,E,1053861,0.06,33,1
482,U,1127875,0.07,42,1
483,E,1029321,0.06,30,1
484,U,1169798,0.08,47,1
485,E,1002555,0.05,26,1
486,U,1145826,0.08,44,1
487,E,1034463,0.06,30,1
488,U,883349,0.03,12,1
489,E,1087109,0.07,37,1
490,U,909085,0.03,15,1
491,E,1000286,0.05,26,1
492,U,880599,0.03,11,1
493,E,813481,0.02,3,1
494,U,1073866,0.06,35,1
495,E,859957,0.03,9,1
496,U,977991,0.05,23,1
497,E,828076,0.02,5,1
498,U,892073,0.03,13,1
499,E,908839,0.03,15,1
500,U,806619,0.02,2,1
501,E,972814,0.05,23,1
502,U,1096408,0.07,38,1
503,E,884968,0.03,12,1
504,U,978863,0.05,23,1
505,E,847487,0.02,7,1
506,U,891570,0.03,13,1
507,E,1138144,0.07,43,1
508,U,814667,0.02,3,1
509,E,1019623,0.05,28,1
510,U,955929,0.04,21,1
511,E,870095,0.03,10,1
512,U,1113400,0.07,40,1
513,E,1150683,0.08,44,1
514,U,1082688,0.06,36,1
515,E,1072423,0.06,35,1
516,U,808304,0.02,3,1
517,E,960944,0.04,21,1
518,U,873339,0.03,10,1
519,E,970891,0.04,22,1
520,U,1051770,0.06,32,1
521,E,1087116,0.07,37,1
522,U,1119019,0.07,41,1
523,E,989945,0.05,25,1
524,U,1047326,0.06,32,1
525,E,970512,0.04,22,1
526,U,1038919,0.06,31,1
527,E,904238,0.03,14,1
528,U,987499,0.05,24,1
529,E,1035052,0.06,30,1
530,U,866864,0.03,10,1
531,E,1164814,0.08,46,1
532,U,992959,0.05,25,1
533,E,869908,0.03,10,1
534,U,905520,0.03,14,1
535,E,831180,0.02,5,1
536,U,1090165,0.07,37,1
537,E,936586,0.04,18,1
538,U,1143655,0.08,44,1
539,E,1047518,0.06,32,1
540,U,882999,0.03,12,1
541,E,1055813,0.06,33,1
542,U,803361,0.02,2,1
543,E,830555,0.02,5,1
544,U,1073299,0.06,35,1
545,E,827691,0.02,5,1
546,U,1179669,0.08,48,1
547,E,840451,0.02,6,1
548,U,1109164,0.07,39,1
549,E,1013405,0.05,28,1
550,U,913164,0.03,15,1
551,E,1167693,0.08,47,-1
552,U,1117209,0.07,40,-1
553,E,939959,0.04,19,-1
554,U,1117572,0.07,40,-1
555,E,1121651,0.07,41,-1
556,U,1003343,0.05,26,-1
557,E,1036660,0.06,30,-1
558,U,1064844,0.06,34,-1
559,E,903039,0.03,14,-1
560,U,1079650,0.06,36,-1
561,E,827338,0.02,5,-1
562,U,1009654,0.05,27,-1
563,E,1061531,0.06,34,-1
564,U,1195312,0.08,50,-1
565,E,1189764,0.08,49,-1
566,U,1051829,0.06,32,-1
567,E,936941,0.04,18,-1
568,U,1175549,0.08,48,-1
569,E,1115358,0.07,40,-1
570,U,952529,0.04,20,-1
571,E,1002132,0.05,26,-1
572,U,975760,0.05,23,-1
573,E,1006393,0.05,27,-1
574,U,1049916,0.06,32,-1
575,E,1183077,0.08,48,-1
576,U,817043,0.02,4,-1
577,E,1198758,0.08,50,-1
578,U,869332,0.03,10,-1
579,E,1161679,0.08,46,-1
580,U,1057544,0.06,33,-1
581,E,1113564,0.07,40,-1
582,U,828276,0.02,5,-1
583,E,936434,0.04,18,-1
584,U,921926,0.04,16,-1
585,E,1058757,0.06,33,-1
586,U,872090,0.03,10,-1
587,E,862932,0.03,9,-1
588,U,1082775,0.06,36,-1
589,E,1044919,0.06,32,-1
590,U,1165882,0.08,46,-1
591,E,861779,0.03,9,-1
592,U,1022332,0.05,29,-1
593,E,932169,0.04,18,-1
594,U,939315,0.04,19,-1
595,E,1155182,0.08,45,-1
596,U,1069056,0.06,34,-1
597,E,1051409,0.06,32,-1
598,U,1193368,0.08,50,-1
599,E,935488,0.04,18,-1
600,U,931153,0.04,18,-1
601,E,1038711,0.06,31,-1
602,U,802894,0.02,2,-1
603,E,949792,0.04,20,-1
604,U,1158430,0.08,45,-1
605,E,864544,0.03,9,-1
606,U,1098357,0.07,38,-1
607,E,1194202,0.08,50,-1
608,U,1155798,0.08,45,-1
609,E,1052905,0.06,32,-1
610,U,825260,0.02,5,-1
611,E,835019,0.02,6,-1
612,U,1102716,0.07,39,-1
613,E,1066465,0.06,34,-1
614,U,1095471,0.07,38,-1
615,E,917645,0.04,16,-1
616,U,868527,0.03,10,-1
617,E,850733,0.02,8,-1
618,U,846037,0.02,7,-1
619,E,968812,0.04,22,-1
620,U,864060,0.03,9,-1
621,E,961076,0.04,21,-1
622,U,853180,0.02,8,-1
623,E,810167,0.02,3,-1
624,U,838319,0.02,6,-1
625,E,1041631,0.06,31,-1
626,U,999502,0.05,26,-1
627,E,1043921,0.06,31,-1
628,U,1120251,0.07,41,-1
629,E,1047530,0.06,32,-1
630,U,888181,0.03,12,-1
631,E,1183203,0.08,48,-1
632,U,942974,0.04,19,-1
633,E,1047480,0.06,32,-1
634,U,1143183,0.08,44,-1
635,E,849355,0.02,8,-1
636,U,1008146,0.05,27,-1
637,E,1081218,0.06,36,-1
638,U,923071,0.04,17,-1
639,E,884374,0.03,12,-1
640,U,1102480,0.07,39,-1
641,E,971807,0.05,23,-1
642,U,918471,0.04,16,-1
643,E,1067941,0.06,34,-1
644,U,1069673,0.06,35,-1
645,E,813058,0.02,3,-1
646,U,1101031,0.07,38,-1
647,E,986617,0.05,24,-1
648,U,1009608,0.05,27,-1
649,E,827932,0.02,5,-1
650,U,1088582,0.07,37,-1
651,E,1090080,0.07,37,-1
652,U,1174838,0.08,47,-1
653,E,1136523,0.07,43,-1
654,U,1149800,0.08,44,-1
655,E,1037939,0.06,31,-1
656,U,1045976,0.06,32,-1
657,E,1030756,0.06,30,-1
658,U,1079820,0.06,36,-1
659,E,1171921,0.08,47,-1
660,U,975986,0.05,23,-1
661,E,817004,0.02,4,-1
662,U,970825,0.04,22,-1
663,E,914780,0.04,16,-1
664,U,924044,0.04,17,-1
665,E,1016697,0.05,28,-1
666,U,1073650,0.06,35,-1
667,E,1150882,0.08,44,-1
668,U,1046467,0.06,32,-1
669,E,964477,0.04,22,-1
670,U,833594,0.02,6,-1
671,E,1177890,0.08,48,-1
672,U,1111016,0.07,40,-1
673,E,1147976,0.08,44,-1
674,U,984375,0.05,24,-1
675,E,911093,0.03,15,-1
676,U,823797,0.02,4,-1
677,E,1090389,0.07,37,-1
678,U,846086,0.02,7,-1
679,E,1061556,0.06,34,-1
680,U,1038373,0.06,31,-1
681,E,1178779,0.08,48,-1
682,U,1184694,0.08,49,-1
683,E,1130493,0.07,42,-1
684,U,1010256,0.05,27,-1
685,E,1120091,0.07,41,-1
686,U,1170577,0.08,47,-1
687,E,1070131,0.06,35,-1
688,U,1074126,0.06,35,-1
689,E,939815,0.04,19,-1
690,U,852418,0.02,8,-1
691,E,1122071,0.07,41,-1
692,U,1147612,0.08,44,-1
693,E,846792,0.02,7,-1
694,U,869006,0.03,10,-1
695,E,1017236,0.05,28,-1
696,U,1031713,0.06,30,-1
697,E,1157551,0.08,45,-1
698,U,1191935,0.08,50,-1
699,E,863798,0.03,9,-1
700,U,828670,0.02,5,-1
701,E,1121001,0.07,41,-1
702,U,823171,0.02,4,-1
703,E,947324,0.04,20,-1
704,U,1107688,0.07,39,-1
705,E,929115,0.04,17,-1
706,U,1197465,0.08,50,-1
707,E,1035275,0.06,30,-1
708,U,1106032,0.07,39,-1
709,E,1078127,0.06,36,-1
710,U,1012171,0.05,27,-1
711,E,1139904,0.07,43,-1
712,U,826040,0.02,5,-1
713,E,1060710,0.06,33,-1
714,U,1050277,0.06,32,-1
715,E,887963,0.03,12,-1
716,U,1056118,0.06,33,-1
717,E,913639,0.03,15,-1
718,U,1119225,0.07,41,-1
719,E,977798,0.05,23,-1
720,U,1118012,0.07,40,-1
721,E,876335,0.03,11,-1
722,U,1185179,0.08,49,-1
723,E,1180809,0.08,48,-1
724,U,1160542,0.08,46,-1
725,E,1147131,0.08,44,-1
726,U,1050819,0.06,32,-1
727,E,1005779,0.05,27,-1
728,U,859778,0.03,9,-1
729,E,936127,0.04,18,-1
730,U,1052708,0.06,32,-1
731,E,1061934,0.06,34,-1
732,U,1156697,0.08,45,-1
733,E,843375,0.02,7,-1
734,U,829210,0.02,5,-1
735,E,871324,0.03,10,-1
736,U,859576,0.03,9,-1
737,E,859430,0.03,9,-1
738,U,1119423,0.07,41,-1
739,E,875295,0.03,11,-1
740,U,920102,0.04,16,-1
741,E,943256,0.04,19,-1
742,U,1050743,0.06,32,-1
743,E,1159354,0.08,46,-1
744,U,886342,0.03,12,-1
745,E,1012170,0.05,27,-1
746,U,882982,0.03,12,-1
747,E,1193391,0.08,50,-1
748,U,857431,0.03,9,-1
749,E,877430,0.03,11,-1
750,U,922750,0.04,17,-1
751,E,1023792,0.05,29,-1
752,U,831765,0.02,5,-1
753,E,1078482,0.06,36,-1
754,U,1073288,0.06,35,-1
755,E,915310,0.04,16,-1
756,U,911777,0.03,15,-1
757,E,856792,0.02,8,-1
758,U,982376,0.05,24,-1
759,E,1079826,0.06,36,-1
760,U,1030538,0.06,30,-1
761,E,906072,0.03,14,-1
762,U,1097395,0.07,38,-1
763,E,1121862,0.07,41,-1
764,U,858408,0.03,9,-1
765,E,1172465,0.08,47,-1
766,U,1176758,0.08,48,-1
767,E,1156425,0.08,45,-1
768,U,1000536,0.05,26,-1
769,E,1036816,0.06,31,-1
770,U,889646,0.03,12,-1
771,E,933947,0.04,18,-1
772,U,1125150,0.07,41,-1
773,E,950565,0.04,20,-1
774,U,1031557,0.06,30,-1
775,E,1024479,0.05,29,-1
776,U,1155164,0.08,45,-1
777,E,970194,0.04,22,-1
778,U,1164885,0.08,46,-1
779,E,1067408,0.06,34,-1
780,U,878693,0.03,11,-1
781,E,1020611,0.05,29,-1
782,U,1015574,0.05,28,-1
783,E,1145549,0.08,44,-1
784,U,1129336,0.07,42,-1
785,E,947214,0.04,20,-1
786,U,1087074,0.07,37,-1
787,E,1113784,0.07,40,-1
788,U,1140003,0.07,43,-1
789,E,1051316,0.06,32,-1
790,U,995285,0.05,25,-1
791,E,1022728,0.05,29,-1
792,U,1010235,0.05,27,-1
793,E,877625,0.03,11,-1
794,U,866482,0.03,10,-1
795,E,1178645,0.08,48,-1
796,U,981019,0.05,24,-1
797,E,1092160,0.07,37,-1
798,U,1020297,0.05,28,-1
799,E,1131598,0.07,42,-1
800,U,1031809,0.06,30,-1
801,E,925014,0.04,17,-1
802,U,988281,0.05,25,-1
803,E,923848,0.04,17,-1
804,U,966145,0.04,22,-1
805,E,1154359,0.08,45,-1
806,U,946641,0.04,19,-1
807,E,1167380,0.08,47,-1
808,U,1122043,0.07,41,-1
809,E,808704,0.02,3,-1
810,U,1073839,0.06,35,-1
811,E,1101070,0.07,38,-1
812,U,1197133,0.08,50,-1
813,E,885633,0.03,12,-1
814,U,1117426,0.07,40,-1
815,E,974671,0.05,23,-1
816,U,1122232,0.07,41,-1
817,E,1020248,0.05,28,-1
818,U,1112752,0.07,40,-1
819,E,953692,0.04,20,-1
820,U,809523,0.02,3,-1
821,E,848779,0.02,7,-1
822,U,1007265,0.05,27,-1
823,E,840305,0.02,6,-1
824,U,864933,0.03,9,-1
825,E,987273,0.05,24,-1
826,U,1107280,0.07,39,-1
827,E,1188519,0.08,49,-1
828,U,800309,0.02,2,-1
829,E,1045101,0.06,32,-1
830,U,992043,0.05,25,-1
831,E,996311,0.05,26,-1
832,U,890504,0.03,13,-1
833,E,944292,0.04,19,-1
834,U,1193288,0.08,50,-1
835,E,905347,0.03,14,-1
836,U,1134489,0.07,42,-1
837,E,837872,0.02,6,-1
838,U,819885,0.02,4,-1
839,E,832684,0.02,6,-1
840,U,875857,0.03,11,-1
841,E,975277,0.05,23,-1
842,U,1036301,0.06,30,-1
843,E,1191738,0.08,49,-1
844,U,1008452,0.05,27,-1
845,E,1134274,0.07,42,-1
846,U,843559,0.02,7,-1
847,E,820564,0.02,4,-1
848,U,1010705,0.05,27,-1
849,E,967668,0.04,22,-1
850,U,1189695,0.08,49,-1
851,E,894086,0.03,13,-1
852,U,908676,0.03,15,-1
853,E,824185,0.02,4,-1
854,U,957399,0.04,21,-1
855,E,1083348,0.06,36,-1
856,U,1140662,0.07,43,-1
857,E,1018843,0.05,28,-1
858,U,1028985,0.06,30,-1
859,E,830615,0.02,5,-1
860,U,1120554,0.07,41,-1
861,E,1126798,0.07,42,-1
862,U,1178891,0.08,48,-1
863,E,812493,0.02,3,-1
864,U,1023724,0.05,29,-1
865,E,893653,0.03,13,-1
866,U,1194114,0.08,50,-1
867,E,1150794,0.08,44,-1
868,U,1180528,0.08,48,-1
869,E,849345,0.02,8,-1
870,U,898084,0.03,14,-1
871,E,1024132,0.05,29,-1
872,U,1079741,0.06,36,-1
873,E,1049199,0.06,32,-1
874,U,1124108,0.07,41,-1
875,E,1074779,0.06,35,-1
876,U,881988,0.03,12,-1
877,E,1080258,0.06,36,-1
878,U,896208,0.03,13,-1
879,E,837716,0.02,6,-1
880,U,854122,0.02,8,-1
